,imdb_tconst,primary_title,imdb_orig_title,start_year,runtime_minutes,genres,imdb_avg_rating,imdb_numvotes,db_genre_ids,db_id_x,original_language,db_orig_title,db_popularity,release_date_x,db_vote_avg,db_vote_count,production_budget,domestic_gross,worldwide_gross
9989,tt1966387,Clear Skies 3,Clear Skies 3,2011,74.0,Sci-Fi,6.2,132.0,[878],65691,de,Clear Skies 3,0.6,2011-05-29,6.5,4, , , 
9990,tt1966396,Dark Girls,Dark Girls,2011,71.0,Documentary,7.7,477.0,[99],213270,en,Dark Girls,1.159,2011-11-17,6.7,10, , , 
9991,tt1966464,Heist: Who Stole the American Dream?,Heist: Who Stole the American Dream?,2011,76.0,"Documentary,History,News",7.8,164.0,"[36, 99]",105556,en,Heist: Who Stole the American Dream?,1.4,2012-03-02,7.5,2, , , 
9992,tt1966566,Stalingrad,Stalingrad,2013,131.0,"Action,Drama,War",5.6,14680.0,"[10752, 28, 18]",203793,ru,Сталинград,0.6,2014-02-28,5.9,139, , , 
9993,tt1966575,Sole Survivor,Sole Survivor,2013,91.0,Documentary,6.9,91.0,[99],210329,en,Sole Survivor,0.7,2013-11-13,5.7,3, , , 
9994,tt1966604,The Imposter,The Imposter,2012,99.0,"Biography,Crime,Documentary",7.5,42193.0,"[99, 9648]",84287,en,The Imposter,8.423,2012-07-13,7.4,402, , , 
9995,tt1967545,Labor Day,Labor Day,2013,111.0,"Drama,Romance",6.9,39242.0,[18],130150,en,Labor Day,9.258,2013-12-27,6.9,546,"$18,000,000","$13,371,528","$14,189,810"
9996,tt1967560,Missed Connections,Missed Connections,2012,86.0,"Comedy,Romance",5.3,132.0,"[10749, 35]",185671,en,Missed Connections,0.6,2015-01-31,2.7,3, , , 
9998,tt1967659,Voyeur,Voyeur,2011,91.0,Drama,6.0,473.0,[99],473415,en,Voyeur,5.113,2017-10-04,6.3,67, , , 
10001,tt1967669,Tag,Tag,2015,91.0,Drama,4.6,158.0,[18],438568,en,Tag,1.4,2015-05-04,4.0,1,"$28,000,000","$54,730,625","$77,026,186"
10013,tt1967697,White Frog,White Frog,2012,93.0,"Drama,Romance",6.9,1795.0,[18],192623,en,White Frog,2.7760000000000002,2012-03-07,5.9,28, , , 
10014,tt1969012,Love Is in the Air,Com'è bello far l'amore,2012,97.0,Comedy,5.3,769.0,"[35, 10749]",168055,fr,Amour & turbulences,6.622999999999999,2014-01-30,6.1,242, , , 
10016,tt1969062,Infinitely Polar Bear,Infinitely Polar Bear,2014,90.0,"Comedy,Drama,Romance",7.0,13907.0,"[35, 18]",244539,en,Infinitely Polar Bear,8.715,2016-06-19,6.8,209, , , 
10019,tt1969166,The Walking Dead Girls,The Walking Dead Girls,2011,70.0,Documentary,5.0,44.0,[99],176812,en,The Walking Dead Girls,0.6,2011-03-22,4.0,1, , , 
10020,tt1969991,Lincz,Lincz,2010,118.0,"Drama,Thriller",6.5,687.0,"[53, 18]",68780,pl,Lincz,1.2770000000000001,2010-09-17,6.6,9, , , 
10021,tt1970039,The Crisis of Civilization,The Crisis of Civilization,2011,82.0,"Documentary,History,News",7.4,185.0,"[99, 16, 36]",96750,en,The Crisis of Civilization,1.304,2012-03-27,7.5,5, , , 
10022,tt1971325,Automata,Autómata,2014,109.0,"Action,Sci-Fi,Thriller",6.1,50877.0,"[53, 878]",262543,en,Autómata,15.5,2014-10-10,5.6,958, , , 
10024,tt1971352,Compliance,Compliance,2012,90.0,"Biography,Crime,Drama",6.4,28703.0,"[18, 53, 80, 9648]",84188,en,Compliance,6.93,2012-08-24,6.4,340,"$270,000","$319,285","$830,700"
10025,tt1971382,Days of Power,Días de poder,2011,110.0,Drama,4.7,18.0,"[18, 28]",434129,en,Days of Power,6.0089999999999995,2018-02-20,5.3,12, , , 
10027,tt1971397,Favor,Favor,2013,102.0,Thriller,6.3,795.0,[53],184866,en,Favor,1.6280000000000001,2013-04-05,5.9,7, , , 
10028,tt1971403,General Education,General Education,2012,94.0,Comedy,4.5,712.0,[35],119457,en,General Education,2.948,2012-08-24,4.4,9, , , 
10029,tt1971558,The Sleeper,The Sleeper,2012,90.0,"Horror,Thriller",4.0,1122.0,"[27, 35, 53]",86101,en,The Sleeper,0.866,2012-01-31,3.0,16, , , 
10030,tt1972571,A Most Wanted Man,A Most Wanted Man,2014,122.0,"Crime,Drama,Thriller",6.8,67914.0,[53],157849,en,A Most Wanted Man,10.267000000000001,2014-07-25,6.5,784,"$15,000,000","$17,237,855","$36,068,890"
10031,tt1972591,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,126.0,"Action,Adventure,Drama",6.8,169054.0,"[28, 18, 14]",274857,en,King Arthur: Legend of the Sword,21.793000000000003,2017-05-12,6.5,3305,"$175,000,000","$39,175,066","$139,630,336"
10032,tt1972630,Cream,Cream,2011,117.0,"Drama,Family,Romance",6.0,473.0,"[16, 35, 878]",459802,en,Cream,0.6,2017-05-30,6.5,7, , , 
10033,tt1972646,Eames: The Architect & The Painter,Eames: The Architect & The Painter,2011,85.0,"Biography,Documentary",7.2,893.0,[99],75442,en,Eames: The Architect & The Painter,2.4330000000000003,2011-11-18,6.9,20, , , 
10034,tt1972663,Into the Abyss,Into the Abyss,2011,107.0,"Crime,Documentary,Drama",7.3,14885.0,"[99, 80]",77365,en,Into the Abyss,6.289,2011-11-11,7.2,132, , , 
10035,tt1972779,The Best of Me,The Best of Me,2014,118.0,"Drama,Romance",6.7,59750.0,"[18, 10749]",239571,en,The Best of Me,8.622,2014-10-17,7.3,1512,"$26,000,000","$26,766,213","$41,059,418"
10036,tt1972803,The Silent Thief,The Silent Thief,2012,104.0,Thriller,5.5,291.0,[53],273516,en,The Silent Thief,0.6,2012-04-15,5.4,5, , , 
10037,tt1972819,And While We Were Here,And While We Were Here,2012,83.0,"Drama,Romance",5.8,3380.0,[18],139997,en,And While We Were Here,5.112,2013-09-13,6.1,68, , , 
10039,tt1974241,Cybornetics,Cybornetics,2012,111.0,"Action,Adventure,Fantasy",4.8,103.0,[878],288809,en,Cybornetics,0.6,2012-01-01,4.0,1, , , 
10040,tt1974254,Far Out Isn't Far Enough: The Tomi Ungerer Story,Far Out Isn't Far Enough: The Tomi Ungerer Story,2012,98.0,Documentary,7.7,295.0,[],124069,en,Far Out Isn't Far Enough: The Tomi Ungerer Story,0.84,2013-06-14,6.9,5, , , 
10041,tt1974382,The Challenger,The Challenger,2015,95.0,"Drama,Sport",5.7,1143.0,"[53, 10770, 18, 36]",177203,en,The Challenger,4.056,2013-11-16,7.2,44, , , 
10045,tt1974393,Ghost of Goodnight Lane,Ghost of Goodnight Lane,2014,96.0,"Comedy,Horror",4.4,998.0,"[27, 35]",273511,en,Ghost of Goodnight Lane,2.353,2014-06-10,5.0,14, , , 
10046,tt1974419,The Neon Demon,The Neon Demon,2016,117.0,"Horror,Thriller",6.2,72359.0,"[53, 27, 9648]",301365,en,The Neon Demon,11.787,2016-06-14,6.6,2005,"$7,500,000","$1,333,124","$3,559,803"
10047,tt1974420,Rules Don't Apply,Rules Don't Apply,2016,127.0,"Comedy,Drama,Romance",5.7,7794.0,"[10749, 35, 18]",291328,en,Rules Don't Apply,6.769,2016-11-23,5.9,245, , , 
10048,tt1975158,Finding Joy,Finding Joy,2013,96.0,"Comedy,Drama",5.3,344.0,[35],142650,en,Finding Joy,1.3630000000000002,2013-06-07,4.8,5, , , 
10050,tt1975159,Flight 7500,Flight 7500,2014,97.0,"Horror,Mystery,Sci-Fi",4.8,13648.0,"[53, 27, 9648]",82657,en,Flight 7500,8.497,2014-10-03,4.4,296, , , 
10051,tt1975205,Lost Woods,Lost Woods,2012,88.0,"Action,Sci-Fi,Thriller",2.3,218.0,"[27, 28, 53, 878]",114730,en,Lost Woods,1.001,2012-03-04,4.5,4, , , 
10052,tt1975249,6 Bullets,6 Bullets,2012,115.0,"Action,Crime,Drama",6.1,13169.0,"[53, 28, 80]",127521,en,6 Bullets,6.8420000000000005,2012-09-11,5.9,146, , , 
10053,tt1975283,The Greatest Movie Ever Rolled,The Greatest Movie Ever Rolled,2012,81.0,Documentary,6.3,474.0,[99],133758,en,The Greatest Movie Ever Rolled,0.746,2013-03-12,5.3,5, , , 
10054,tt1976000,The Two Faces of January,The Two Faces of January,2014,96.0,"Romance,Thriller",6.2,27542.0,[53],192149,en,The Two Faces of January,7.54,2014-08-08,5.8,396, , , 
10055,tt1976003,Things Never Said,Things Never Said,2013,112.0,Drama,6.6,347.0,[18],214826,en,Things Never Said,0.6,2013-09-06,7.1,5, , , 
10056,tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi",6.0,47492.0,"[18, 878, 53]",228066,en,Victor Frankenstein,9.061,2015-11-10,5.8,1200,"$40,000,000","$5,775,076","$31,124,367"
10058,tt1976576,Killervision,Killervision,2014,93.0,"Drama,Thriller",5.4,57.0,[],291370,en,Killervision,0.6,2014-07-01,2.5,2, , , 
10059,tt1976989,Love and Honor,Love and Honor,2013,100.0,"Drama,Romance,War",5.7,8572.0,"[18, 10749]",140222,en,Love and Honor,5.226,2013-03-22,5.9,227, , , 
10060,tt1977002,Autoerotic,Autoerotic,2011,72.0,"Drama,Romance",4.5,384.0,"[18, 10749]",87737,en,Autoerotic,0.6,2011-07-22,4.3,5, , , 
10061,tt1977032,Kick Drum Hearts,Kick Drum Hearts,2011,77.0,"Documentary,Sport",8.5,8.0,[99],537876,en,Kick Drum Hearts,0.625,2011-04-15,10.0,1, , , 
10062,tt1977094,Beyond White Space,Beyond White Space,2018,93.0,"Sci-Fi,Thriller",4.5,833.0,"[878, 53]",560704,en,Beyond White Space,9.046,2018-12-14,3.8,19, , , 
10063,tt1977739,Call Girl,Call Girl,2012,140.0,"Drama,Thriller",6.5,4172.0,[27],343801,en,Call Girl,0.7829999999999999,2014-02-25,6.8,4, , , 
10064,tt1977755,Final Recipe,Final Recipe,2013,97.0,Drama,7.0,318.0,[],208989,en,Final Recipe,0.657,2013-10-10,4.5,2, , , 
